> 50 years old,Female,North-East,Others (Please Specify),Housewife,"< $20,000",O Levels,"Cash,Debit Card",,DBS/POSB,,Yes,2-3 times per week,"Fast Food / Food Court (Includes Takeaways),Groceries,Household Products",,,,,"Kopitiam,Koufu,McDonald",50,< 3 days ago,"Ntuc,Giant",200,< 3 days ago,,,,,,,,,,,,,,,,,,,,,,"Ntuc,Giant,EZ Home Products Pte Ltd",60,< 3 days ago,,,,,,,,,,,,,,,,,,
31-40 years old,Male,Central/South,Engineering,,"$45,000 - $59,999",A Levels,"Cash,Credit Card,Debit Card,NETS Card",,DBS/POSB,,Yes,4-6 times per week,"Groceries,Electronic Product,Bubble Tea / Beverages",,,,,,,,"cold storage, fairprice",$500,I visited a groceries store today,"challenger, best denki",$100,< 1 week ago,,,,,,,,,,,,,,,,,,,,,,,,,"koi, gongcha, playmade",$100,I visited a bubble tea/beverages store today,,,,,,,,,,,,
> 50 years old,Male,North-East,Others (Please Specify),Construction ,"< $20,000",O Levels,Cash,,DBS/POSB,,No,Never,"Fast Food / Food Court (Includes Takeaways),Groceries,Sports / Outdoor Equipment",,,,,"Kopitiam, Defu Eating House, Koufu",20,> a month,"Ntuc, Giant, Wet Market",0,> a month,,,,,,,"Royal Sporting House, Decathlon",70,> a month,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21-30 years old,Female,Central/South,Engineering,,I am a Student,A Levels,"Cash,Debit Card,NETS Card",,DBS/POSB,,Yes,Daily,"Fast Food / Food Court (Includes Takeaways),Groceries,Household Products",,,,,"Kopitiam, Ci Yuan Hawker Centre, Mcdonald",600,I visited a fast food / food court today,"Ntuc, Giant, Ang Mo Supermarket",600,I visited a groceries store today,,,,,,,,,,,,,,,,,,,,,,"Ntuc, Daiso, Japan Home",200,I visited a household products store today,,,,,,,,,,,,,,,,,,
21-30 years old,Female,North,Services,,"$20,001 - $44,999",University Degree,"Cash,Credit Card,Debit Card,NETS Card",,"DBS/POSB,OCBC",,Yes,Daily,"Restaurant (Includes Takeaways),Groceries,Sports / Outdoor Equipment",,"nomVnom, Saute San, Ah Chew Desserts",400,I visited a restaurant today,,,,"Ntuc, RedMart, Cold Storage",300,I visited a groceries store today,,,,,,,"UFC gym, Decathlon, Outdoor Life",100,I visited a sports/outdoor equipment store today,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31-40 years old,Female,Central/South,Business/HR,,"$45,000 - $59,999",University Degree,"Cash,Credit Card,Debit Card,NETS Card",,"Citibank,DBS/POSB,American Express",,Yes,Daily,"Restaurant (Includes Takeaways),Clothing,Health & Beauty Products",,"Genki Sushi, Hai Di Lao, Ajisen ",300,I visited a restaurant today,,,,,,,,,,,,,,,,"Ezbuy, Lazada, Love Bonito",200,I visited a clothing store today,,,,"Sephora, etude house, watsons",200,I visited a health & beauty products store today,,,,,,,,,,,,,,,,,,,,,,,,
> 50 years old,Male,North,Technology,,"> $120,000",PhD,"Cash,Credit Card,Debit Card,NETS Card",,"Citibank,DBS/POSB,OCBC,American Express,Others (Please Specify)",standard chartered,Yes,Daily,"Restaurant (Includes Takeaways),Clothing,Household Products",,"tim ho wan, hai di lao, hans",100,< 2 weeks ago,,,,,,,,,,,,,,,,"G2000, robinsons, zalora",100,> a month,,,,,,,,,,"ntuc, muji, amazon",100,> a month,,,,,,,,,,,,,,,,,,
41-50 years old,Female,Central/South,Business/HR,,"$60,000 - $89,999",University Degree,"Cash,Credit Card,Debit Card,NETS Card",,"Citibank,DBS/POSB,OCBC,American Express",,Yes,4-6 times per week,"Restaurant (Includes Takeaways),Clothing,Health & Beauty Products",,"gelare, ding tai fung, monster curry",200,< 3 days ago,,,,,,,,,,,,,,,,"ezbuy, zalora, neonmello",60,< 1 week ago,,,,"four seasons spa, sephora, watsons",200,< 1 week ago,,,,,,,,,,,,,,,,,,,,,,,,
> 50 years old,Male,North,Others (Please Specify),Construction,"$90,000 - $120,000",University Degree,"Cash,Credit Card,Debit Card,NETS Card",,"Citibank,DBS/POSB,OCBC,American Express",,Yes,Daily,"Restaurant (Includes Takeaways),Electronic Product,Sports / Outdoor Equipment",,"Hai di lao, chomp chomp, astons",300,< 1 week ago,,,,,,,"Best denki, courts, challenger",50,< a month ago,,,,"Decathlon, adidas, nike",100,> a month,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31-40 years old,Male,North-East,Business/HR,,I am a Student,Diploma,"Cash,Debit Card,NETS Card",,"DBS/POSB,OCBC",,Yes,2-3 times per week,"Fast Food / Food Court (Includes Takeaways),Electronic Product,Sports / Outdoor Equipment",,,,,"Mala, Mcdonald, subway ",75,< 2 weeks ago,,,,Challenger,50,> a month,,,,"Skechers, adidas, nike",100,> a month,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
> 50 years old,Male,West,Others (Please Specify),Sales,"$45,000 - $59,999",Diploma,"Cash,Credit Card,Debit Card,NETS Card",,"Citibank,DBS/POSB,OCBC,American Express",,Yes,Daily,"Fast Food / Food Court (Includes Takeaways),Electronic Product,Sports / Outdoor Equipment",,,,,"Mcdonalds, kfc, food republic ",200,I visited a fast food / food court today,,,,"Best denki, challenger, courts",50,I visited an electronic product store today,,,,"Adidas, nike, skechers",100,< a month ago,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
> 50 years old,Female,Central/South,Services,,"< $20,000",O Levels,"Cash,Debit Card,NETS Card",,DBS/POSB,,Yes,4-6 times per week,"Fast Food / Food Court (Includes Takeaways),Groceries,Household Products",,,,,"Kopitiam, encik tan",150,I visited a fast food / food court today,"Ntuc, Ang Mo Supermarket",300,I visited a groceries store today,,,,,,,,,,,,,,,,,,,,,,"Daiso, dollar value, Ntuc",90,I visited a household products store today,,,,,,,,,,,,,,,,,,
41-50 years old,Male,East,Technology,,"$45,000 - $59,999",University Degree,"Cash,Debit Card",,"DBS/POSB,OCBC",,Yes,4-6 times per week,"Fast Food / Food Court (Includes Takeaways),Household Products,Bubble Tea / Beverages",,,,,"Mcdonalds, subway, kfc ",120,I visited a fast food / food court today,,,,,,,,,,,,,,,,,,,,,,,,,"Daiso, dollar value, ntuc ",50,< 2 weeks ago,,,,"Koi, r&b, gongcha ",20,< 1 week ago,,,,,,,,,,,,
31-40 years old,Male,East,Others (Please Specify),Retail,"$20,001 - $44,999",Diploma,"Cash,Credit Card,Debit Card,NETS Card",,"DBS/POSB,OCBC",,Yes,2-3 times per week,"Fast Food / Food Court (Includes Takeaways),Groceries,Bubble Tea / Beverages",,,,,"Malaysia boleh, Kopitiam, food republic",150,I visited a fast food / food court today,"Ntuc, giant, sheng siong",200,< 3 days ago,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Koi, gong cha, xing fu tang",60,< 1 week ago,,,,,,,,,,,,
21-30 years old,Male,North-East,Technology,,"< $20,000",Diploma,"Cash,Debit Card",,DBS/POSB,,Yes,2-3 times per week,"Restaurant (Includes Takeaways),Fast Food / Food Court (Includes Takeaways),Electronic Product",,"Keisuke ramen, upin hotpot, colins",100,< 1 week ago,"Mcdonalds, burger king, kfc",50,< 3 days ago,,,,"challenger, best denki",50,< 1 week ago,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21-30 years old,Female,North-East,Technology,,I am a Student,A Levels,"Cash,Debit Card",,HSBC,,Yes,4-6 times per week,"Restaurant (Includes Takeaways),Fast Food / Food Court (Includes Takeaways),Bubble Tea / Beverages",,"Saizeriya, Astons, Paradise dynasty ",100,< 2 weeks ago,"Mcdonalds, 4fingers, KFC",20,< 3 days ago,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Coffee bean, starbucks",60,< 3 days ago,,,,,,,,,,,,
> 50 years old,Male,Central/South,Services,,"$60,000 - $89,999",Diploma,"Debit Card,NETS Card",,DBS/POSB,,Yes,Daily,"Restaurant (Includes Takeaways),Fast Food / Food Court (Includes Takeaways),Clothing",,"Coffee bean, starbucks",300,I visited a restaurant today,"Mcdonalds, subway, kfc ",70,I visited a fast food / food court today,,,,,,,,,,,,,"Uniqlo, Cotton on, H&m",150,< 1 week ago,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41-50 years old,Female,North-East,Finance,,"$20,001 - $44,999",Diploma,Debit Card,,DBS/POSB,,Yes,Daily,"Groceries,Health & Beauty Products,Bubble Tea / Beverages",,,,,,,,"NTUC, Cold Storage, Giant",200,< 1 week ago,,,,,,,,,,,,,,,,"Sephora, etude house, innisfree",100,< 1 week ago,,,,,,,,,,"koi, boost, coffeebean ",70,< 3 days ago,,,,,,,,,,,,
21-30 years old,Male,North-East,Technology,,I am a Student,Diploma,Credit Card,,DBS/POSB,,Yes,Weekly,"Restaurant (Includes Takeaways),Fast Food / Food Court (Includes Takeaways),Clothing",,"Pastamania, genki sushi, toast box",100,< 2 weeks ago,"Mcdonalds, subway, kfc ",20,< 1 week ago,,,,,,,,,,,,,"The Editors Market, Runway Bandits, Uniqlo",$120,> a month,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21-30 years old,Female,North-East,Finance,,"< $20,000",A Levels,Debit Card,,"Citibank,DBS/POSB,OCBC,HSBC",,Yes,2-3 times per week,"Restaurant (Includes Takeaways),Groceries,Clothing,Health & Beauty Products",,"Astons, Saizeriya",100,< 1 week ago,,,,"Fair price, giant",250,< 3 days ago,,,,,,,,,,"Love Bonito, The Closet Lover, Young Hungry Free",100,< 1 week ago,,,,"sephora, shopee, amazon",200,< 1 week ago,,,,,,,,,,,,,,,,,,,,,,,,
41-50 years old,Female,West,Technology,,"$60,000 - $89,999",Diploma,Cash,,DBS/POSB,,Yes,4-6 times per week,"Fast Food / Food Court (Includes Takeaways),Groceries,Household Products",,,,,"koufu, kopitiam, subway",70,I visited a fast food / food court today,"NTUC, Cold Storage, Giant",300,< 1 week ago,,,,,,,,,,,,,,,,,,,,,,"Ntuc, Daiso, Japan Home",100,< 1 week ago,,,,,,,,,,,,,,,,,,
> 50 years old,Male,Central/South,Finance,,"> $120,000",Diploma,Credit Card,,"DBS/POSB,OCBC",,Yes,Daily,"Restaurant (Includes Takeaways),Electronic Product,Clothing,Bubble Tea / Beverages",,Astons,500,I visited a restaurant today,,,,,,,"amazon, lazada, qoo10",200,< a month ago,,,,,,,"Shopee, Lovet, Tinsel Rack",,,,,,,,,,,,,,,,,,"liho, koi ",40,< 1 week ago,,,,,,,,,,,,
> 50 years old,Male,North-East,Tourism/Hospitality,,"$20,001 - $44,999",University Degree,"Cash,NETS Card",,DBS/POSB,,Yes,Daily,"Fast Food / Food Court (Includes Takeaways),Groceries,Household Products",,,,,"Mcdonalds, 4fingers, KFC",50,< 1 week ago,"Giant, ntuc, shengsiong",400,I visited a groceries store today,,,,,,,,,,,,,,,,,,,,,,"NTUC Fairprice, Sheng Siong, IKEA",100,> a month,,,,,,,,,,,,,,,,,,
21-30 years old,Female,West,Business/HR,,I am a Student,A Levels,Cash,,"DBS/POSB,OCBC",,Yes,4-6 times per week,"Restaurant (Includes Takeaways),Clothing,Health & Beauty Products",,"biap, mala , genki",200,< 3 days ago,,,,,,,,,,,,,,,,"Pull & Bear, Zara and H&M",100,< 1 week ago,,,,"Guardian, Innisfree, Watsons",50,,,,,,,,,,,,,,,,,,,,,,,,,
